ID,电影名称,评分,评价人数,短评数量,影评数量,片长,语言,类型,导演,制片国家/地区,上映日期,看过人数,想看人数,星级,五星,四星,三星,二星,一星
6028,麦兜，菠萝油王子 麥兜，菠蘿油王子,8.1,50926,8694,149,73,粤语,剧情/喜剧/动画,袁建滔,中国香港,2004-06-24,157609,13027,4.0,0.316,0.444,0.217,0.02,0.004
6029,我杀了我妈妈 J'ai tué ma mère,8.3,61024,21270,373,96,法语,剧情/同性/家庭/传记,泽维尔·多兰,加拿大,2009-09-15,75655,99852,4.0,0.34700000000000003,0.484,0.152,0.013000000000000001,0.003
6030,流感 감기,7.8,362554,101705,1277,121,韩语,剧情/动作/冒险,金成洙,韩国,2013-08-14,518303,93976,4.0,0.23399999999999999,0.47,0.25,0.036000000000000004,0.011000000000000001
6031,钢琴课 The Piano,8.1,91185,21003,678,121,英语,剧情/爱情/音乐,简·坎皮恩,新西兰,1993-05-17,131839,100079,4.0,0.289,0.49,0.19399999999999998,0.021,0.005
6032,虞美人盛开的山坡 コクリコ坂から,8.0,119888,33546,451,91,日语,剧情/动画,宫崎吾朗,日本,2011-07-16,170704,59543,4.0,0.292,0.46,0.228,0.018000000000000002,0.002
6033,浪客剑心 るろうに剣心,8.1,89998,29241,249,134,日语,剧情/动作/古装,大友启史,日本,2012-08-25,106491,43223,4.0,0.292,0.488,0.2,0.017,0.004
6034,处女泉 Jungfrukällan,8.6,40310,13861,193,89,瑞典语,剧情/犯罪,英格玛·伯格曼,瑞典,1960-02-08,54383,88519,4.5,0.418,0.46299999999999997,0.109,0.008,0.003
6035,青之炎 青の炎,8.6,40264,13565,303,116,日语,剧情/爱情/犯罪,蜷川幸雄,日本,2003-03-15,48055,44017,4.5,0.465,0.40700000000000003,0.11800000000000001,0.009000000000000001,0.002
6036,守法公民 Law Abiding Citizen,8.0,118142,29955,533,108,英语,剧情/动作/犯罪,F·加里·格雷,美国,2009-10-16,146531,70033,4.0,0.261,0.523,0.196,0.016,0.004
6037,黄昏的清兵卫 たそがれ清兵衛,8.8,32859,9795,219,129,日语,剧情/爱情/历史,山田洋次,日本,2002-11-02,40300,51283,4.5,0.5,0.41700000000000004,0.077,0.004,0.002
6038,东京塔 東京タワー～オカンとボクと、時々、オトン～,8.7,36017,10864,206,142,日语,剧情/家庭,松冈锭司,日本,2007-04-14,45844,81843,4.5,0.45899999999999996,0.41700000000000004,0.11599999999999999,0.006,0.002
6039,危情三日 The Next Three Days,8.1,88327,26049,489,133,英语,剧情/动作/爱情/惊悚/犯罪,保罗·哈吉斯,美国,2011-04-29,111208,50893,4.0,0.261,0.524,0.2,0.012,0.002
6040,每分钟120击 120 battements par minute,8.4,51076,18722,286,143,法语,剧情/同性,罗宾·坎皮略,法国,2017-05-20,64136,92691,4.0,0.365,0.46799999999999997,0.14800000000000002,0.013999999999999999,0.004
6041,你好，李焕英,7.7,1382720,526812,9125,128,汉语普通话,剧情/喜剧/奇幻,贾玲,中国大陆,2021-02-12,2036954,145901,4.0,0.23399999999999999,0.45,0.271,0.036000000000000004,0.009000000000000001
6042,非常主播 과속스캔들,7.9,169704,34561,306,108,韩语,剧情/喜剧/音乐,姜炯哲,韩国,2009-10-09,240379,32558,4.0,0.23600000000000002,0.518,0.231,0.013000000000000001,0.002
6043,西伯利亚的理发师 Сибирский цирюльник,8.6,39810,12351,339,180,俄语,剧情/喜剧/爱情,尼基塔·米哈尔科夫,俄罗斯,1998-10-30,55632,91717,4.5,0.465,0.40700000000000003,0.114,0.011000000000000001,0.003
6044,关于莉莉周的一切 リリイ·シュシュのすべて,7.9,168816,40548,1274,146,日语,剧情,岩井俊二,日本,2001-09-07,246856,114676,4.0,0.28800000000000003,0.419,0.245,0.036000000000000004,0.011000000000000001
6045,浓情巧克力 Chocolat,8.0,114974,25217,394,121,英语,剧情/爱情,拉斯·霍尔斯道姆,英国,2000-12-15,167415,64046,4.0,0.252,0.514,0.22,0.012,0.001
6046,木偶奇遇记 Pinocchio,8.4,50763,6171,47,88,英语,剧情/动画/音乐/奇幻,汉密尔顿·卢斯科,美国,1940-02-07,119201,13888,4.0,0.35200000000000004,0.506,0.135,0.005,0.001
6047,祈祷落幕时 祈りの幕が下りる時,7.9,164342,52831,569,119,日语,剧情/悬疑,福泽克雄,日本,2019-04-12,221905,108368,4.0,0.212,0.5429999999999999,0.22899999999999998,0.013999999999999999,0.001
6048,半生缘 半生緣,7.9,90002,27324,496,126,粤语,剧情/爱情,许鞍华,中国香港,1997-09-12,134300,63756,4.0,0.226,0.524,0.235,0.013000000000000001,0.002
6049,高地战 고지전,8.5,43997,12221,251,133,韩语,剧情/战争,张勋,韩国,2011-07-20,52364,45286,4.5,0.42200000000000004,0.44,0.12,0.011000000000000001,0.006
6050,芳华,7.7,787783,237328,11801,136,汉语普通话,剧情/历史/战争,冯小刚,中国大陆,2017-12-15,1727416,129012,4.0,0.218,0.455,0.278,0.04,0.01
6051,转山,7.9,89256,34903,966,90,汉语普通话,剧情/冒险,杜家毅,中国大陆,2011-11-03,120961,41649,4.0,0.257,0.47100000000000003,0.24,0.027000000000000003,0.005
6052,花魁 さくらん,8.1,84959,26218,395,111,日语,剧情/历史,蜷川实花,日本,2007-02-24,107927,71072,4.0,0.29,0.488,0.204,0.016,0.003
6053,看上去很美,7.9,88131,22765,742,92,汉语普通话,剧情/喜剧,张元,中国大陆,2006-03-18,130198,57230,4.0,0.254,0.484,0.23,0.027000000000000003,0.006
6054,何处是我朋友的家 خانه دوست کجاست؟‎,8.9,29521,11538,224,83,波斯语,剧情,阿巴斯·基亚罗斯塔米,伊朗,1987-02-01,37898,50475,4.5,0.54,0.389,0.065,0.004,0.002
6055,宿敌 ജന ഗണ മന,8.6,39031,14711,153,162,马拉雅拉姆语,剧情,Dijo Jose Antony,印度,2022-04-28,43903,85894,4.5,0.45799999999999996,0.39399999999999996,0.124,0.017,0.006999999999999999
6056,平原上的夏洛克,7.8,155052,55051,739,98,汉语普通话,剧情/喜剧/悬疑,徐磊,中国大陆,2019-11-29,208972,145016,4.0,0.183,0.551,0.242,0.021,0.003
6057,本能 Basic Instinct,7.9,157383,31292,303,128,英语,剧情/悬疑/惊悚,保罗·范霍文,美国,1992-03-20,220549,99269,4.0,0.228,0.505,0.247,0.017,0.003
6058,恶人传 악인전,7.8,273343,62833,517,109,韩语,剧情/动作/犯罪,李元泰,韩国,2019-05-15,375677,210228,4.0,0.214,0.495,0.26899999999999996,0.019,0.003
6059,祖与占 Jules et Jim,8.4,49413,18620,285,105,法语,剧情/爱情,弗朗索瓦·特吕弗,法国,1962-01-23,70079,88700,4.0,0.382,0.45899999999999996,0.141,0.013999999999999999,0.005
6060,喜福会 The Joy Luck Club,8.4,49341,16285,320,139,英语,剧情/爱情,王颖,美国,1993-09-08,65712,62826,4.0,0.401,0.435,0.138,0.019,0.006999999999999999
6061,两小无猜 Melody,8.5,43253,11088,185,103,英语,剧情/爱情,瓦里丝·侯赛因,英国,1971-04-21,72766,72915,4.5,0.426,0.426,0.135,0.01,0.003
6062,十三条命 Thirteen Lives,8.5,43247,12871,111,149,英语,剧情/惊悚/传记,朗·霍华德,美国,2022-07-29,48450,63557,4.5,0.38,0.483,0.129,0.006999999999999999,0.002
6063,芬妮的旅程 Le voyage de Fanny,8.6,38604,12705,115,94,法语,剧情/战争,萝拉·多尔伦,法国,2016-05-18,59627,73784,4.5,0.39899999999999997,0.489,0.106,0.005,0.002
6064,硫磺岛的来信 Letters from Iwo Jima,8.2,67232,14034,323,141,英语,剧情/历史/战争,克林特·伊斯特伍德,美国,2006-12-09,83370,62120,4.0,0.307,0.511,0.163,0.013000000000000001,0.006999999999999999
6065,倒数时刻 Tick  Tick…Boom!,8.2,67025,24561,218,122,英语,剧情/歌舞/传记,林-曼努尔·米兰达,美国,2021-11-10,76651,119117,4.0,0.33899999999999997,0.433,0.19699999999999998,0.025,0.005
6066,奇幻森林 The Jungle Book,7.8,256984,77232,966,106,英语,剧情/奇幻/冒险,乔恩·费儒,英国,2016-04-15,409947,58777,4.0,0.218,0.496,0.262,0.021,0.003
6067,男与女 남과여,8.1,81612,30280,853,115,韩语,剧情/爱情,李胤基,韩国,2016-02-25,98182,89784,4.0,0.3,0.47100000000000003,0.207,0.018000000000000002,0.004
6068,活埋 Buried,7.9,148556,41539,529,95,英语,剧情/悬疑/惊悚,罗德里戈·科尔特斯,西班牙,2010-10-01,196283,101530,4.0,0.24600000000000002,0.502,0.22,0.025,0.006999999999999999
6069,绣春刀,7.7,454046,125010,1703,111,汉语普通话,剧情/动作/武侠/古装,路阳,中国大陆,2014-08-07,734333,51481,4.0,0.185,0.502,0.27899999999999997,0.027999999999999997,0.006999999999999999
6070,假面 Persona,8.8,31559,12326,212,85,瑞典语,剧情/惊悚,英格玛·伯格曼,瑞典,1966-10-18,44023,81243,4.5,0.541,0.348,0.09300000000000001,0.012,0.006999999999999999
6071,天使之城 City of Angels,7.9,147492,28568,618,114,英语,剧情/爱情/奇幻,布拉德·塞伯宁,美国,1998-04-10,222021,65578,4.0,0.249,0.478,0.247,0.022000000000000002,0.003
6072,刀,8.1,45071,11330,155,105,汉语普通话,剧情/动作/武侠,徐克,中国香港,1995-12-21,62397,34444,4.0,0.295,0.485,0.19399999999999998,0.02,0.005
6073,铁皮鼓 Die Blechtrommel,8.3,55687,14551,248,142,德语,剧情/历史/战争,沃尔克·施隆多夫,西德,1979-05-03,78377,75779,4.0,0.358,0.474,0.147,0.015,0.005
6074,投奔怒海,8.5,23640,8756,87,109,粤语,剧情,许鞍华,中国香港,1982-10-13,29575,51286,4.5,0.391,0.484,0.113,0.008,0.004
6075,托斯卡纳艳阳下 Under the Tuscan Sun,8.1,80464,28507,547,113,英语,剧情/喜剧/爱情,奥黛丽·威尔斯,美国,2003-09-26,106122,98666,4.0,0.307,0.47200000000000003,0.201,0.017,0.002
6076,解救吾先生,7.7,407830,97180,836,106,汉语普通话,剧情/犯罪,丁晟,中国大陆,2015-09-30,660237,53660,4.0,0.182,0.527,0.267,0.02,0.004
6077,迫在眉梢 John Q,8.3,55517,13621,271,116,英语,剧情/惊悚/犯罪,尼克·卡萨维蒂,美国,2002-02-15,69462,55442,4.0,0.35200000000000004,0.475,0.158,0.012,0.003
6078,每当变幻时,8.0,57243,18215,649,97,粤语,剧情/喜剧/爱情,罗永昌,中国大陆,2007-06-29,73827,36513,4.0,0.266,0.484,0.22899999999999998,0.018000000000000002,0.003
6079,罗曼蒂克消亡史,7.7,395818,127217,2949,125,汉语普通话,剧情,程耳,中国大陆,2016-12-16,594149,137266,4.0,0.217,0.47700000000000004,0.252,0.042,0.011000000000000001
6080,布拉格之恋 The Unbearable Lightness of Being,8.2,65407,16546,418,171,英语,剧情/爱情,菲利普·考夫曼,美国,1988-02-05,93852,96203,4.0,0.318,0.484,0.17800000000000002,0.016,0.003
6081,智取威虎山,7.7,386528,106390,1194,143,汉语普通话,剧情/动作/战争/冒险,徐克,中国大陆,2014-12-23,643885,36342,4.0,0.196,0.508,0.262,0.027000000000000003,0.008
6082,与神同行：罪与罚 신과함께-죄와 벌,7.8,233978,67423,803,139,韩语,剧情/奇幻,金容华,韩国,2017-12-20,318356,181734,4.0,0.253,0.452,0.252,0.035,0.008
6083,怒火救援 Man on Fire,8.1,78853,16499,160,146,英语,剧情/动作/惊悚,托尼·斯科特,美国,2004-04-23,112406,33621,4.0,0.29100000000000004,0.491,0.196,0.018000000000000002,0.004
6084,癫佬正传 癲佬正傳,8.6,20897,6971,141,92,粤语,剧情,尔冬升,中国香港,1986-06-05,27332,22325,4.5,0.436,0.45399999999999996,0.1,0.008,0.003
6085,午夜巴塞罗那 Vicky Cristina Barcelona,7.8,227654,58916,1610,96,英语,剧情/爱情,伍迪·艾伦,西班牙,2008-05-17,297246,112605,4.0,0.223,0.493,0.259,0.021,0.004
6086,神奇动物在哪里 Fantastic Beasts and Where to Find Them,7.7,612272,159080,1636,133,英语,剧情/奇幻/冒险,大卫·叶茨,英国,2016-11-25,1074210,82128,4.0,0.231,0.451,0.28,0.032,0.005
6087,第六感生死缘 Meet Joe Black,8.0,99704,26518,546,178,英语,剧情/爱情/悬疑/奇幻,马丁·布莱斯特,美国,1998-11-13,136703,90782,4.0,0.292,0.452,0.226,0.025,0.005
6088,沙丘 Dune,7.7,586262,217093,2412,156,英语,剧情/科幻/冒险,丹尼斯·维伦纽瓦,美国,2021-10-22,679119,199428,4.0,0.218,0.47200000000000003,0.262,0.039,0.008
6089,过春天,7.7,325364,101355,1305,99,汉语普通话,剧情,白雪,中国大陆,2019-03-15,462949,221506,4.0,0.14,0.568,0.273,0.018000000000000002,0.001
6090,十月围城,7.7,313830,62820,2717,139,汉语普通话,剧情/动作/历史,陈德森,中国香港,2009-12-18,466748,48873,4.0,0.207,0.473,0.281,0.032,0.006999999999999999
6091,婚姻生活 Scener ur ett äktenskap,9.1,24552,10910,228,169,瑞典语,剧情/爱情,英格玛·伯格曼,瑞典,1973-04-11,35184,100865,4.5,0.617,0.307,0.065,0.006999999999999999,0.004
6092,骡子 The Mule,7.9,135794,38863,514,116,英语,剧情/犯罪,克林特·伊斯特伍德,美国,2019-08-26,189404,127686,4.0,0.20199999999999999,0.57,0.214,0.013000000000000001,0.002
6093,唐顿庄园 Downton Abbey,8.0,98455,35186,387,122,英语,剧情,迈克尔·恩格勒,英国,2019-12-13,155338,104531,4.0,0.26899999999999996,0.474,0.233,0.022000000000000002,0.003
6094,迷失东京 Lost in Translation,7.8,215068,55842,1316,102,英语,剧情/爱情,索菲亚·科波拉,美国,2003-08-29,293639,128128,4.0,0.22899999999999998,0.45799999999999996,0.28,0.028999999999999998,0.004
6095,红磨坊 Moulin Rouge!,7.9,133362,29971,423,127,英语,剧情/爱情/歌舞,巴兹·鲁赫曼,澳大利亚,2001-05-09,190512,83240,4.0,0.248,0.47700000000000004,0.24600000000000002,0.025,0.004
6096,罗斯玛丽的婴儿 Rosemary's Baby,8.2,63001,19315,171,136,英语,剧情/恐怖,罗曼·波兰斯基,美国,1968-06-12,80032,78402,4.0,0.306,0.5,0.16899999999999998,0.018000000000000002,0.006999999999999999
6097,潜行者 Сталкер,8.8,30643,12696,240,163,俄语,剧情/科幻/悬疑,安德烈·塔可夫斯基,苏联,1979-05,42022,99060,4.5,0.579,0.3,0.092,0.019,0.01
6098,冬天的故事 Conte d'hiver,8.5,41167,18009,185,114,法语,剧情/爱情,埃里克·侯麦,法国,1992-01-29,52297,56278,4.5,0.39299999999999996,0.47,0.126,0.008,0.002
6099,欢迎来到东莫村 웰컴 투 동막골,8.2,62715,15649,275,133,英语,剧情/喜剧/战争,朴光铉,韩国,2005-08-04,80532,38775,4.0,0.315,0.48,0.183,0.019,0.004
6100,欲望号街车 A Streetcar Named Desire,8.4,46454,15095,308,122,英语,剧情,伊利亚·卡赞,美国,1951-09-18,66604,60923,4.0,0.381,0.46799999999999997,0.138,0.011000000000000001,0.003
6101,边境风云,7.8,115494,37734,625,100,汉语普通话,剧情/犯罪,程耳,中国大陆,2012-08-17,159335,41128,4.0,0.221,0.517,0.233,0.023,0.006
6102,练习曲 練習曲,8.0,53318,15745,861,109,汉语普通话,剧情,陈怀恩,中国台湾,2007-04-27,75339,46376,4.0,0.281,0.457,0.23399999999999999,0.024,0.004
6103,艋舺,7.7,268117,63854,1489,140,闽南语,剧情/动作/犯罪,钮承泽,中国台湾,2010-02-05,401128,52497,4.0,0.188,0.514,0.272,0.022000000000000002,0.004
6104,奇迹 奇蹟,8.1,41924,8253,44,127,粤语,剧情/喜剧/动作/犯罪,成龙,中国香港,1989-06-15,62470,14233,4.0,0.289,0.496,0.198,0.013000000000000001,0.003
6105,裁缝 The Dressmaker,7.9,129978,40174,433,118,英语,剧情,乔瑟琳·穆尔豪斯,澳大利亚,2015-10-29,180856,84100,4.0,0.235,0.514,0.23,0.019,0.003
6106,白兔糖 うさぎドロップ,8.0,94927,35152,272,113,日语,剧情/喜剧,萨布,日本,2011-08-20,122914,67641,4.0,0.253,0.498,0.233,0.015,0.002
6107,椿三十郎,8.8,30418,8812,58,96,日语,剧情/喜剧/动作/惊悚/犯罪,黑泽明,日本,1962-01-01,38264,23411,4.5,0.502,0.42,0.071,0.004,0.002
6108,十七岁的单车,7.8,111814,23195,726,113,汉语普通话,剧情,王小帅,中国大陆,2001-02-17,165354,66369,4.0,0.20600000000000002,0.529,0.24,0.02,0.004
6109,寻枪,7.8,110631,20236,226,90,贵州话,剧情/悬疑/犯罪,陆川,中国大陆,2002-05-09,158861,47904,4.0,0.19,0.546,0.24600000000000002,0.016,0.003
6110,灰猎犬号 Greyhound,7.8,109868,29861,225,91,英语,剧情/战争,亚伦·施耐德,美国,2020-07-10,135248,78305,4.0,0.192,0.5379999999999999,0.252,0.016,0.002
6111,光荣的愤怒,8.2,34091,9844,175,101,汉语普通话,剧情,曹保平,中国大陆,2006-06-21,42507,83676,4.0,0.278,0.551,0.159,0.01,0.002
6112,如果·爱,7.7,240260,51484,1460,108,汉语普通话,剧情/爱情/歌舞,陈可辛,中国大陆,2005-12-01,366198,73973,4.0,0.22899999999999998,0.45,0.287,0.028999999999999998,0.005
6113,投名状,7.7,234798,36360,1487,126,汉语普通话,剧情/动作/战争/古装,陈可辛,中国大陆,2007-12-12,354617,39403,4.0,0.24100000000000002,0.413,0.304,0.036000000000000004,0.005
6114,中南海保镖 中南海保镳,7.8,106542,18812,138,93,粤语,剧情/动作,元奎,中国香港,1994-07-28,169808,15699,4.0,0.233,0.466,0.27899999999999997,0.02,0.002
6115,神秘巨星 Secret Superstar,7.7,408245,124495,3995,150,印地语,剧情/音乐,阿德瓦·香登,印度,2018-01-19,971231,71747,4.0,0.23600000000000002,0.444,0.276,0.037000000000000005,0.006999999999999999
6116,玻璃之城,7.9,68814,17955,685,110,英语,剧情/爱情,张婉婷,中国香港,1998-10-28,101275,50918,4.0,0.256,0.462,0.258,0.02,0.003
6117,鳄鱼波鞋走天涯 The Cure,9.1,23971,8356,101,97,英语,剧情/儿童,彼得·霍顿,美国,1995-04-21,31599,68533,4.5,0.633,0.306,0.055999999999999994,0.004,0.002
6118,一条狗的使命 A Dog's Purpose,7.7,371817,110486,1942,101,英语,剧情/喜剧/家庭,拉斯·霍尔斯道姆,美国,2017-03-03,971490,97538,4.0,0.235,0.431,0.294,0.034,0.006
6119,冰血暴 Fargo,8.0,89371,23429,231,98,英语,剧情/惊悚/犯罪,乔尔·科恩,美国,1996-03-08,114892,62810,4.0,0.252,0.527,0.204,0.015,0.003
6120,布鲁克林 Brooklyn,7.9,119265,42820,797,111,英语,剧情/爱情,约翰·克劳利,英国,2015-01-26,158695,110767,4.0,0.22699999999999998,0.515,0.24,0.016,0.002
6121,地雷战,8.1,39578,5001,25,74,汉语普通话,剧情/战争,唐英奇,中国大陆,1963-05,78358,3163,4.0,0.306,0.47,0.18899999999999997,0.021,0.013999999999999999
6122,青春梦工场 AV,8.0,49322,13070,261,103,粤语,剧情/喜剧/爱情,彭浩翔,中国香港,2005-03-19,62952,31852,4.0,0.261,0.488,0.221,0.025,0.005
6123,裂缝 Cracks,8.0,88763,27197,535,104,英语,剧情/惊悚,乔丹·斯科特,英国,2009-09-11,111772,99141,4.0,0.235,0.528,0.218,0.016,0.003
6124,姐姐的守护者 My Sister's Keeper,8.2,59213,15116,440,109,英语,剧情/家庭,尼克·卡萨维蒂,美国,2009-06-26,80124,36192,4.0,0.312,0.501,0.171,0.013000000000000001,0.003
6125,夜半歌声 夜半歌聲,7.9,65472,12298,166,100,汉语普通话,剧情/爱情/惊悚/音乐,于仁泰,中国香港,1995-07-22,90569,30178,4.0,0.243,0.498,0.23800000000000002,0.018000000000000002,0.003
6126,小鹿斑比 Bambi,8.6,35500,5442,36,70,英语,剧情/动画,戴维·汉德,美国,1942-08-21,79578,15867,4.5,0.42,0.451,0.122,0.006,0.001
6127,孩子王,8.2,32830,11617,170,110,汉语普通话,剧情,陈凯歌,中国大陆,1987,44379,63698,4.0,0.321,0.5,0.161,0.013999999999999999,0.004
6128,夏天的故事 Conte d'été,8.3,50653,21520,148,113,法语,剧情/爱情,埃里克·侯麦,法国,1996-06-05,65232,66464,4.0,0.325,0.523,0.14300000000000002,0.008,0.001
6129,拆弹部队 The Hurt Locker,7.8,174889,32405,762,131,英语,剧情/惊悚/战争,凯瑟琳·毕格罗,美国,2008-09-04,245681,51629,4.0,0.203,0.519,0.252,0.021,0.005
6130,米尔克 Milk,8.3,50435,10755,397,128,英语,剧情/同性/传记,格斯·范·桑特,美国,2008-11-26,65641,50674,4.0,0.325,0.494,0.16699999999999998,0.011000000000000001,0.002
6131,训练日 Training Day,8.0,87819,15078,199,122,英语,剧情/惊悚/犯罪,安东尼·福奎阿,美国,2001-09-02,121893,47673,4.0,0.25,0.539,0.196,0.013000000000000001,0.002
6132,耳朵大有福,8.1,38948,10278,285,96,汉语普通话,剧情/喜剧/家庭,张猛,中国大陆,2008-01-04,49966,38609,4.0,0.306,0.486,0.188,0.017,0.003
6133,大决战之平津战役,8.8,16349,2790,17,218,汉语普通话,剧情/历史/战争,李俊,中国大陆,1992,24086,10550,4.5,0.563,0.309,0.11199999999999999,0.009000000000000001,0.008
6134,鲁冰花 魯冰花,8.8,16281,4861,99,99,汉语普通话,剧情/家庭,杨立国,中国台湾,1989-08-26,24932,17791,4.5,0.525,0.376,0.09,0.006999999999999999,0.002
6135,巴尔扎克与小裁缝,8.0,47859,13479,287,110,中文,剧情/爱情/传记,戴思杰,中国大陆,2002-10-09,63827,65017,4.0,0.249,0.517,0.213,0.018000000000000002,0.003
6136,金猴降妖,9.2,12222,2762,18,90,汉语普通话,剧情/动画/奇幻,特伟,中国大陆,1985,21511,8977,4.5,0.667,0.273,0.054000000000000006,0.004,0.002
6137,戴珍珠耳环的少女 Girl with a Pearl Earring,7.8,167169,40613,626,100,英语,剧情/爱情/传记,彼得·韦柏,英国,2003-09-07,239994,111410,4.0,0.19699999999999998,0.522,0.265,0.013999999999999999,0.002
6138,飞向太空 Солярис,8.7,31875,13096,222,167,俄语,剧情/科幻/悬疑,安德烈·塔可夫斯基,苏联,1972-03-20,42985,101914,4.5,0.501,0.368,0.109,0.016,0.006
6139,只是爱着你 ただ、君を愛してる,7.9,113187,29395,908,116,日语,剧情/爱情,新城毅彦,日本,2006-10-28,159122,40448,4.0,0.28300000000000003,0.435,0.249,0.027999999999999997,0.005
