ID,电影名称,评分,评价人数,短评数量,影评数量,片长,语言,类型,导演,制片国家/地区,上映日期,看过人数,想看人数,星级,五星,四星,三星,二星,一星
5891,下一站，天国 ワンダフルライフ,8.1,15530,6263,100,118,日语,剧情,是枝裕和,日本,1998-09-11,21108,40039,4.0,0.302,0.491,0.187,0.018000000000000002,0.003
5892,滑稽戏 Burlesque,7.8,19111,7533,67,119,英语,剧情/爱情/歌舞,史蒂芬·安汀,美国,2010-11-24,24943,15901,4.0,0.257,0.446,0.26,0.032,0.005
5893,绿区 Green Zone,7.3,31102,6851,128,115,英语,剧情/动作/惊悚/战争,保罗·格林格拉斯,美国,2010-03-12,44343,16411,3.5,0.113,0.461,0.391,0.03,0.004
5894,沙滩上的宝莲 Pauline à la plage,8.1,15458,5991,48,94,法语,剧情/喜剧/爱情,埃里克·侯麦,法国,1983-03-23,20542,23590,4.0,0.26899999999999996,0.551,0.166,0.011000000000000001,0.003
5895,为所应为 Do the Right Thing,8.2,14534,5870,86,120,英语,剧情/喜剧,斯派克·李,美国,1989-05-19,19372,29649,4.0,0.307,0.507,0.16,0.02,0.005
5896,两天一夜 Deux jours  une nuit,7.6,22450,8695,126,95,法语,剧情,让-皮埃尔·达内,比利时,2014-05-20,28674,34216,4.0,0.153,0.518,0.299,0.025,0.006
5897,傲慢与偏见 Pride and Prejudice,8.2,14515,4257,48,118,英语,剧情/爱情,Robert Z. Leonard,美国,1940-07-26,31165,12779,4.0,0.34,0.45799999999999996,0.18,0.018000000000000002,0.003
5898,复仇在我 復讐するは我にあり,8.5,12331,4667,53,140,日语,剧情/犯罪,今村昌平,日本,1979-04-21,15622,24979,4.5,0.396,0.47200000000000003,0.115,0.013000000000000001,0.004
5899,铁线虫入侵 연가시,6.8,80941,19028,208,109,韩语,剧情/惊悚/灾难,朴正祐,韩国,2012-12-06,115027,16545,3.5,0.098,0.33299999999999996,0.478,0.078,0.013000000000000001
5900,律政英雄 HERO,8.3,13653,2580,38,130,日语,剧情,铃木雅之,日本,2007-09-23,17402,7135,4.0,0.348,0.451,0.183,0.015,0.003
5901,全职 À plein temps,8.2,14453,6879,61,88,法语,剧情,埃里克·格拉韦尔,法国,2021-09-03,16760,38065,4.0,0.268,0.5579999999999999,0.162,0.01,0.002
5902,早熟,6.7,66488,8469,159,107,粤语,剧情/爱情,尔冬升,中国香港,2005-04-28,101369,6658,3.5,0.069,0.292,0.546,0.083,0.011000000000000001
5903,誓约 The Vow,7.3,30531,10458,130,104,英语,剧情/爱情,迈克尔·苏克西,美国,2012-02-10,39970,24362,3.5,0.15,0.38799999999999996,0.41,0.046,0.006
5904,似水流年,8.2,8003,3582,54,94,汉语普通话,剧情,严浩,中国香港,1984-09-07,10444,29015,4.0,0.28,0.5429999999999999,0.161,0.012,0.003
5905,原钻 Uncut Gems,7.2,34691,13918,100,135,英语,剧情/犯罪,本·萨弗迪,美国,2019-08-30,41633,35496,3.5,0.155,0.41700000000000004,0.336,0.069,0.023
5906,小花的味噌汤 はなちゃんのみそ汁,7.7,20339,7181,136,118,日语,剧情,阿久根知昭,日本,2015-12-19,33715,19197,4.0,0.226,0.46399999999999997,0.26899999999999996,0.027000000000000003,0.013999999999999999
5907,漂浪青春,7.5,13526,2945,139,96,汉语普通话,剧情/同性,周美玲,中国台湾,2008-08-15,18982,8037,4.0,0.179,0.446,0.32899999999999996,0.039,0.006999999999999999
5908,鹅毛笔 Quills,7.6,22152,5246,139,124,英语,剧情/爱情/传记/历史,菲利普·考夫曼,美国,2000-12-15,32427,32106,4.0,0.19,0.44299999999999995,0.33,0.031,0.006
5909,天然子结构 天然コケッコー,7.7,20297,6699,103,121,日语,剧情,山下敦弘,日本,2007-07-28,26075,26344,4.0,0.20800000000000002,0.45399999999999996,0.309,0.025,0.004
5910,重案组 重案組,7.3,16805,2758,21,107,粤语,剧情/动作/犯罪,黄志强,中国香港,1993-06-24,33487,6221,3.5,0.13699999999999998,0.433,0.39899999999999997,0.026000000000000002,0.004
5911,机遇之歌 Przypadek,8.6,11632,4625,73,114,波兰语,剧情,克日什托夫·基耶斯洛夫斯基,波兰,1987-01-10,16287,39790,4.5,0.45299999999999996,0.433,0.10300000000000001,0.009000000000000001,0.003
5912,Office有鬼,6.8,43513,8655,40,89,粤语,剧情/悬疑/惊悚/恐怖,麦子善,中国香港,2002-09-06,65758,5202,3.5,0.086,0.316,0.508,0.079,0.011000000000000001
5913,蚯蚓 지렁이,7.3,30178,8748,378,102,韩语,剧情/犯罪,尹学烈,韩国,2017-04-20,44221,50321,3.5,0.17,0.396,0.374,0.051,0.009000000000000001
5914,前路漫漫 ハルフウェイ,7.5,24225,7985,163,85,日语,剧情/爱情,北川悦吏子,日本,2009-02-21,31085,19774,4.0,0.198,0.40399999999999997,0.33399999999999996,0.055,0.009000000000000001
5915,日以作夜 La nuit américaine,8.5,12196,4501,36,115,法语,剧情/喜剧/爱情,弗朗索瓦·特吕弗,法国,1973-05-24,16764,30912,4.5,0.381,0.484,0.122,0.01,0.002
5916,哥 형,7.6,21990,7943,141,110,韩语,剧情,全秀庆,韩国,2016-11-23,30473,11256,4.0,0.21600000000000003,0.41700000000000004,0.327,0.035,0.005
5917,大奥,7.1,39778,16235,147,116,日语,剧情/同性,金子文纪,日本,2010-10-01,50550,13197,3.5,0.122,0.38,0.434,0.055999999999999994,0.008
5918,在世界转角遇见爱 Светът е голям и спасение дебне отвсякъде,8.2,14280,4722,134,105,保加利亚语,剧情/家庭,斯特凡·科曼达雷夫,保加利亚,2008-03-14,19744,31053,4.0,0.325,0.48700000000000004,0.175,0.012,0.002
5919,我这样过了一生 我這樣過了一生,8.4,7105,2661,40,120,汉语普通话,剧情/家庭,张毅,中国台湾,1985-10-09,9173,19792,4.0,0.342,0.518,0.131,0.006,0.004
5920,死神的精度 Sweet Rain 死神の精度,7.3,29896,5971,354,113,日语,剧情/喜剧/奇幻,笕昌也,日本,2008-03-22,38760,14492,3.5,0.129,0.433,0.385,0.046,0.006999999999999999
5921,铁面无私 The Untouchables,7.7,20052,5521,83,119,英语,剧情/惊悚/历史/犯罪,布莱恩·德·帕尔玛,美国,1987-06-02,27229,20324,4.0,0.193,0.503,0.276,0.023,0.005
5922,造梦之家 The Fabelmans,7.5,23949,9791,95,151,英语,剧情/家庭,史蒂文·斯皮尔伯格,美国,2023-05-25,27185,48285,4.0,0.16699999999999998,0.47100000000000003,0.32,0.035,0.006999999999999999
5923,为你取名的那一天 犬に名前をつける日,8.4,12731,5699,65,107,日语,剧情,山田茜,日本,2015-10-31,25092,46733,4.0,0.377,0.466,0.142,0.01,0.004
5924,伯纳黛特你去了哪 Where'd You Go  Bernadette,7.6,21795,8111,71,109,英语,剧情/喜剧,理查德·林克莱特,美国,2019-08-16,29455,31530,4.0,0.19399999999999998,0.461,0.309,0.03,0.005
5925,锡尔斯玛利亚 Clouds of Sils Maria,7.7,19994,7536,101,123,英语,剧情,奥利维耶·阿萨亚斯,法国,2014-05-23,27536,35530,4.0,0.195,0.499,0.27399999999999997,0.026000000000000002,0.006
5926,教室别恋 Lust och fägring stor,7.2,33704,6970,131,130,瑞典语,剧情/爱情/情色/战争,波·维德伯格,瑞典,1995-11-03,48196,48764,3.5,0.132,0.40700000000000003,0.40700000000000003,0.045,0.008
5927,都市情缘,8.2,7873,3475,70,98,粤语,剧情/爱情,刘镇伟,中国香港,1994-06-09,9582,20174,4.0,0.35700000000000004,0.431,0.191,0.016,0.005
5928,电影往事,7.8,10245,2421,116,93,汉语普通话,剧情/家庭/儿童,小江,中国大陆,2005-04-07,15199,7834,4.0,0.251,0.45899999999999996,0.23800000000000002,0.033,0.018000000000000002
5929,五月的四天 4 Tage im Mai,8.5,12069,4457,58,97,德语,剧情/战争,阿希姆·冯·博里斯,德国,2011-09-29,19482,36785,4.5,0.381,0.484,0.11900000000000001,0.01,0.005
5930,河畔须臾 川っぺりムコリッタ,8.1,15038,6741,62,120,日语,剧情/家庭,荻上直子,日本,2021-10-07,17312,35772,4.0,0.29100000000000004,0.506,0.187,0.013000000000000001,0.003
5931,十三棵泡桐,7.1,21654,5393,347,100,汉语普通话,剧情,吕乐,中国大陆,2007-03-23,31070,16174,3.5,0.126,0.408,0.381,0.068,0.017
5932,致我们终将逝去的青春,6.5,485286,164853,7142,132,汉语普通话,剧情/爱情,赵薇 Wei Zhao,中国大陆,2013-04-26,864271,35738,3.5,0.094,0.27899999999999997,0.46299999999999997,0.126,0.037000000000000005
5933,生命如此美好 Chce Się Żyć,8.3,13366,6250,90,112,波兰语,剧情,马切伊·佩普日察,波兰,2013-10-11,25967,56178,4.0,0.322,0.52,0.141,0.013000000000000001,0.003
5934,御法度,7.4,26282,8119,183,100,日语,剧情/惊悚/同性/历史,大岛渚,日本,1999-12-18,35267,23839,3.5,0.16899999999999998,0.42,0.366,0.039,0.006999999999999999
5935,从心开始 Reign Over Me,7.8,18369,4650,209,124,英语,剧情,麦克·宾德尔,美国,2007-03-23,25391,26807,4.0,0.221,0.495,0.256,0.024,0.004
5936,冠军 챔프,7.9,17071,5659,80,122,韩语,剧情/运动,李焕庆,韩国,2011-09-07,24030,9706,4.0,0.254,0.466,0.249,0.026000000000000002,0.005
5937,罗马，不设防的城市 Roma  città aperta,8.1,14949,4765,58,103,意大利语,剧情/惊悚/战争,罗伯托·罗西里尼,意大利,1945-09-24,22579,26603,4.0,0.251,0.5529999999999999,0.184,0.01,0.002
5938,小妈妈 Petite maman,8.0,15909,7223,65,72,法语,剧情/奇幻,瑟琳·席安玛,法国,2021-03-03,19385,34089,4.0,0.261,0.483,0.233,0.02,0.003
5939,不羁夜 Boogie Nights,7.5,23568,7192,66,155,英语,剧情/情色,保罗·托马斯·安德森,美国,1997-09-11,30693,39561,4.0,0.182,0.46299999999999997,0.31,0.037000000000000005,0.008
5940,饥饿 Hunger,8.0,15880,5563,108,96,英语,剧情/传记,史蒂夫·麦奎因,爱尔兰,2008-05-15,20541,38051,4.0,0.253,0.515,0.205,0.021,0.006
5941,永远的三丁目的夕阳之1964 Always 三丁目の夕日'64,8.3,13279,4361,42,142,日语,剧情,山崎贵,日本,2012-01-21,16415,14587,4.0,0.35100000000000003,0.451,0.182,0.013000000000000001,0.003
5942,赵先生,7.7,10959,4121,109,89,汉语普通话,剧情,吕乐,中国香港,1999-11-23,14599,21996,4.0,0.198,0.512,0.26,0.024,0.006
5943,宝莱坞生死恋 Devdas,8.3,13247,4141,90,182,印地语,剧情/爱情/歌舞,桑杰·里拉·彭萨里,印度,2002-07-11,20030,13780,4.0,0.371,0.418,0.185,0.021,0.006
5944,野性的呼唤 The Call of the Wild,7.0,45279,14698,200,100,葡萄牙语,剧情/冒险,克里斯·桑德斯,加拿大,2020-11-13,66238,41316,3.5,0.115,0.354,0.46,0.066,0.006
5945,同流者 Il conformista,8.6,11375,4810,59,113,意大利语,剧情,贝纳尔多·贝托鲁奇,意大利,1970-07-01,15022,46145,4.5,0.44,0.442,0.105,0.01,0.003
5946,向日葵,7.6,11846,2336,161,129,汉语普通话,剧情/爱情/家庭,张杨,中国香港,2005-09-10,18683,14013,4.0,0.182,0.478,0.305,0.028999999999999998,0.006
5947,父子,6.9,30591,5092,221,120,粤语,剧情/家庭,谭家明,中国香港,2006-12-01,49013,8226,3.5,0.092,0.358,0.467,0.069,0.013999999999999999
5948,最长的一码 The Longest Yard,7.6,21286,3063,46,113,英语,剧情/喜剧/运动,彼得·西格尔,美国,2005-05-27,32838,6778,4.0,0.17300000000000001,0.494,0.307,0.022000000000000002,0.003
5949,电击女孩 เมย์ไหน...ไฟแรงเฟร่อ,7.7,19545,7931,49,117,泰语,剧情/喜剧,查亚诺普·布恩帕拉科布,泰国,2015-10-01,30619,15960,4.0,0.19699999999999998,0.474,0.29600000000000004,0.028999999999999998,0.004
5950,爸...你好吗？ 爸... 你好嗎？,8.2,7734,2930,98,107,汉语普通话,剧情,张作骥,中国台湾,2009-07-31,10054,14006,4.0,0.32299999999999995,0.462,0.19,0.022000000000000002,0.003
5951,金刚川,6.5,306686,116432,1470,122,汉语普通话,剧情/战争,管虎,中国大陆,2020-10-23,458303,58046,3.5,0.12,0.29100000000000004,0.38799999999999996,0.142,0.059000000000000004
5952,摩纳哥王妃 Grace of Monaco,6.8,70521,19612,199,103,英语,剧情/爱情/传记,奥利维埃·达昂,法国,2014-06-20,99980,36406,3.5,0.08800000000000001,0.314,0.512,0.077,0.009000000000000001
5953,一条狗的回家路 A Dog's Way Home,6.8,39141,11842,165,96,英语,剧情/冒险,查尔斯·马丁·史密斯,中国大陆,2019-01-18,109507,38174,3.5,0.106,0.29100000000000004,0.523,0.07400000000000001,0.006
5954,时光尽头的恋人 The Age of Adaline,6.8,70235,24575,256,112,英语,剧情/爱情/奇幻,李·托兰·克里格,美国,2015-04-24,87919,45182,3.5,0.115,0.294,0.46299999999999997,0.111,0.018000000000000002
5955,公爵夫人 The Duchess,6.9,54394,11441,347,110,英语,剧情/爱情/传记/历史,索尔·迪勃,英国,2008-09-05,79559,24964,3.5,0.09,0.348,0.5,0.057,0.005
5956,青春爱欲吻 Angus  Thongs and Perfect Snogging,7.1,37503,10103,94,100,英语,剧情/喜剧,顾伦德·查达哈,美国,2008-07-25,51662,16358,3.5,0.125,0.37799999999999995,0.42200000000000004,0.063,0.011000000000000001
5957,谎言之躯 Body of Lies,7.2,32392,5952,127,128,英语,剧情/动作/惊悚,雷德利·斯科特,美国,2008-10-10,44497,18904,3.5,0.10800000000000001,0.419,0.426,0.043,0.004
5958,一点就到家,6.5,273072,97389,886,97,汉语普通话,剧情/喜剧,许宏宇,中国大陆,2020-10-04,479386,39383,3.5,0.061,0.301,0.501,0.11900000000000001,0.018000000000000002
5959,谁说我不在乎,7.1,20700,3473,32,110,汉语普通话,剧情/喜剧/家庭,黄建新,中国大陆,2001-07-07,31482,10939,3.5,0.106,0.389,0.46,0.038,0.006999999999999999
5960,远方 Uzak,8.3,13088,5348,88,110,土耳其语,剧情,努里·比格·锡兰,土耳其,2002-12-20,19120,49805,4.0,0.32,0.531,0.135,0.011000000000000001,0.003
5961,美味情缘 No Reservations,6.9,53683,10131,179,104,英语,剧情/喜剧/爱情,斯科特·希克斯,美国,2007-07-27,81993,16577,3.5,0.085,0.341,0.518,0.05,0.005
5962,登陆之日 마이 웨이,7.4,25455,8499,215,137,韩语,剧情/爱情/战争,姜帝圭,韩国,2011-12-22,30136,23824,3.5,0.20199999999999999,0.392,0.32299999999999995,0.06,0.022000000000000002
5963,秘书 Secretary,7.1,37162,11914,144,107,英语,剧情/爱情/情色,史蒂芬·西恩博格,美国,2002-09-20,47252,37604,3.5,0.138,0.36200000000000004,0.409,0.07400000000000001,0.016
5964,巴黎最后的探戈 Ultimo tango a Parigi,7.1,37149,9556,166,136,英语,剧情/爱情/情色,贝纳尔多·贝托鲁奇,意大利,1972-10-14,54573,66401,3.5,0.152,0.38799999999999996,0.369,0.062,0.03
5965,马丁·伊登 Martin Eden,8.0,15594,6494,100,129,意大利语,剧情,皮耶特罗·马切罗,意大利,2019-09-02,20649,49555,4.0,0.244,0.521,0.21100000000000002,0.019,0.005
5966,斯大林格勒战役 Stalingrad,8.2,13772,3232,43,134,德语,剧情/战争,约瑟夫·维尔斯麦尔,德国,1993-01-21,18495,25765,4.0,0.318,0.486,0.177,0.016,0.004
5967,致命伴旅 The Tourist,6.6,155401,52014,625,105,英语,剧情/爱情/悬疑/犯罪,弗洛里安·亨克尔·冯·多纳斯马尔克,美国,2011-02-13,214117,30538,3.5,0.087,0.29100000000000004,0.496,0.111,0.016
5968,人民英雄,7.8,9900,2859,45,82,粤语,剧情/动作/犯罪,尔冬升,中国香港,1987-12-03,12903,9259,4.0,0.193,0.522,0.26,0.02,0.005
5969,有顶天酒店 THE 有頂天ホテル,8.0,15528,5286,42,136,日语,剧情/喜剧/爱情,三谷幸喜,日本,2006-01-14,19212,19611,4.0,0.261,0.5,0.218,0.018000000000000002,0.004
5970,破碎之花 Broken Flowers,7.7,19235,5762,146,106,英语,剧情/喜剧/爱情/悬疑,吉姆·贾木许,法国,2005-08-05,27337,34924,4.0,0.183,0.522,0.27,0.021,0.004
5971,幸福的黄手帕 幸福の黄色いハンカチ,8.2,13755,3806,53,109,日语,剧情/喜剧,山田洋次,日本,1977-10-01,19963,14928,4.0,0.29600000000000004,0.525,0.16699999999999998,0.009000000000000001,0.003
5972,摩天轮 Wonder Wheel,7.2,31945,12243,175,101,英语,剧情,伍迪·艾伦,美国,2017-10-14,43505,35139,3.5,0.127,0.41100000000000003,0.41600000000000004,0.04,0.005
5973,恋爱写真 恋愛寫眞,7.6,20887,6482,196,111,日语,剧情/喜剧/爱情,堤幸彦,日本,2003-06-14,28322,16908,4.0,0.22699999999999998,0.42200000000000004,0.3,0.045,0.006999999999999999
5974,极地恋人 Los amantes del Círculo Polar,8.2,13747,4737,88,112,西班牙语,剧情/爱情/悬疑,胡里奥·密谭,西班牙,1998-08-28,18667,59317,4.0,0.332,0.45299999999999996,0.19,0.021,0.004
5975,至尊无上 至尊無上,7.4,13992,3021,29,127,汉语普通话,剧情/动作,向华胜,中国香港,1989-06-29,22802,7754,3.5,0.17,0.42,0.369,0.036000000000000004,0.005
5976,坏血 Mauvais sang,8.2,13726,5282,65,116,法语,剧情/爱情/犯罪,莱奥·卡拉克斯,法国,1986-11-26,18349,51093,4.0,0.32799999999999996,0.465,0.18,0.023,0.003
5977,亨利四世：第一部分 Henry IV  Part 1,8.7,10673,3081,29,115,英语,剧情/历史,理查德·艾尔,英国,2012-07-07,13636,22583,4.5,0.457,0.425,0.10800000000000001,0.006,0.003
5978,温蒂妮 Undine,7.4,25128,11113,111,90,德语,剧情/爱情/悬疑/奇幻,克里斯蒂安·佩措尔德,德国,2020-02-23,33759,46443,3.5,0.14300000000000002,0.45399999999999996,0.353,0.042,0.008
5979,挽歌 Elegy,7.6,20778,5628,234,112,英语,剧情/爱情,伊莎贝尔·科赛特,美国,2008-02-10,28735,28813,4.0,0.183,0.465,0.32,0.027999999999999997,0.005
5980,天际行者 Время первых,7.8,17719,5169,53,140,俄语,剧情/历史/冒险,德米特里·基谢廖夫,俄罗斯,2017-04-06,24754,19823,4.0,0.21,0.514,0.248,0.026000000000000002,0.001
5981,复仇 Vengeance,6.9,29000,7794,205,108,粤语,剧情/动作/惊悚/犯罪,杜琪峰,中国香港,2009-08-20,36304,14033,3.5,0.10099999999999999,0.35700000000000004,0.45399999999999996,0.075,0.013000000000000001
5982,希望的另一面 Toivon tuolla puolen,7.9,16482,7279,100,98,芬兰语,剧情/喜剧,阿基·考里斯马基,芬兰,2017-02-03,24406,32798,4.0,0.192,0.573,0.215,0.015,0.004
5983,欲望都市2 Sex and the City 2,6.9,52118,14359,258,146,英语,剧情/喜剧/爱情,Michael Patrick King,美国,2010-05-28,81031,14040,3.5,0.136,0.3,0.445,0.10099999999999999,0.017
5984,狼的诱惑 늑대의 유혹,6.9,52094,11546,85,113,韩语,剧情/动作/爱情,金泰均,韩国,2004-07-23,77876,4808,3.5,0.124,0.297,0.48200000000000004,0.083,0.013999999999999999
5985,饺子,6.7,50355,10393,113,91,汉语普通话,剧情/惊悚,陈果,中国香港,2004-08-19,70998,14653,3.5,0.08,0.306,0.513,0.087,0.013000000000000001
5986,漂亮妈妈,7.4,13843,2306,30,90,汉语普通话,剧情,孙周,中国大陆,2000-02-13,25586,4249,3.5,0.145,0.446,0.38299999999999995,0.021,0.004
5987,受益人,6.5,203146,55565,1460,112,汉语普通话,剧情/喜剧/爱情,申奥,中国大陆,2019-11-08,401592,41958,3.5,0.052000000000000005,0.282,0.547,0.107,0.012
5988,东京贵族女子 あのこは貴族,7.7,19000,7445,86,124,日语,剧情/家庭,岨手由贵子,日本,2021-02-26,22377,27519,4.0,0.18600000000000003,0.504,0.285,0.021,0.003
5989,将爱情进行到底,6.5,197105,69587,3328,103,汉语普通话,剧情/爱情,张一白,中国大陆,2011-02-12,313646,22436,3.5,0.081,0.293,0.47,0.124,0.031
5990,官方机密 Official Secrets,7.8,17576,5744,69,112,英语,剧情/惊悚/传记,加文·胡德,英国,2019-01-28,21902,33248,4.0,0.18899999999999997,0.5329999999999999,0.256,0.017,0.005
5991,一本漫画闯天涯 一本漫畫闖天涯,6.8,36173,4637,55,93,粤语,剧情/喜剧/动作,梁家仁,中国香港,1990-03-22,73335,4961,3.5,0.135,0.27,0.491,0.091,0.013000000000000001
5992,猎谎者,6.9,28339,9737,84,92,汉语普通话,剧情/悬疑/犯罪,廉欣,中国大陆,2020-06-30,39798,19652,3.5,0.098,0.341,0.47200000000000003,0.08199999999999999,0.006999999999999999
5993,闪亮的风采 Shine,8.4,12175,3222,97,105,英语,剧情/音乐/传记,斯科特·希克斯,澳大利亚,1996-01-21,17799,29287,4.0,0.377,0.47,0.14,0.01,0.003
5994,泳池情杀案 Swimming Pool,7.4,24682,8396,65,102,英语,剧情/悬疑/情色/犯罪,弗朗索瓦·欧容,法国,2003-05-21,31446,29620,3.5,0.129,0.488,0.345,0.031,0.006
5995,一个烂赌的传说 一個爛賭的傳說,7.9,9053,2839,38,94,粤语,剧情,麦子善,中国香港,2001-10-11,12400,7102,4.0,0.248,0.479,0.245,0.025,0.004
5996,刺杀据点 Vantage Point,7.3,27489,6636,154,90,英语,剧情/动作/惊悚/犯罪,皮特·特拉维斯,美国,2008-02-22,37533,13514,3.5,0.121,0.46299999999999997,0.364,0.045,0.006999999999999999
5997,史密斯先生到华盛顿 Mr. Smith Goes to Washington,8.6,11022,4297,78,129,英语,剧情,弗兰克·卡普拉,美国,1939-10-19,15015,22572,4.5,0.442,0.42700000000000005,0.11800000000000001,0.01,0.004
5998,新警察故事,7.8,324627,42159,150,123,英语,剧情/动作/惊悚/犯罪,陈木胜,中国大陆,2004-09-24,591030,20719,4.0,0.214,0.499,0.266,0.018000000000000002,0.003
5999,香港制造 香港製造,8.2,44116,12246,281,108,粤语,剧情/爱情/犯罪,陈果,中国香港,1997-10-09,58115,56308,4.0,0.322,0.493,0.16699999999999998,0.015,0.003
6000,给爸爸的信 給爸爸的信,8.0,77319,10869,53,104,粤语,剧情/动作/犯罪,元奎,中国香港,1995-02-18,127778,9541,4.0,0.247,0.53,0.212,0.01,0.002
6001,摩加迪沙 모가디슈,8.1,100372,29774,262,121,韩语,剧情/动作,柳昇完,韩国,2021-07-28,114491,72169,4.0,0.28,0.514,0.188,0.013999999999999999,0.004
6002,惊天魔盗团 Now You See Me,7.8,543914,115721,615,115,英语,剧情/悬疑/犯罪,路易斯·莱特里尔,美国,2013-10-10,1043542,54208,4.0,0.217,0.496,0.257,0.025,0.004
6003,金氏漂流记 김씨 표류기,8.3,64863,19167,430,116,韩语,剧情/喜剧/爱情,李海俊,韩国,2009-05-14,79017,46645,4.0,0.34,0.483,0.159,0.013999999999999999,0.003
6004,我自己的爱达荷 My Own Private Idaho,8.3,64336,20616,429,104,英语,剧情/爱情/同性,格斯·范·桑特,美国,1991-09-12,81684,88005,4.0,0.363,0.449,0.16899999999999998,0.016,0.003
6005,在云端 Up in the Air,7.9,213106,56320,1845,109,英语,剧情/喜剧/爱情,贾森·雷特曼,美国,2009-09-05,277157,91984,4.0,0.22399999999999998,0.535,0.22699999999999998,0.012,0.002
6006,放大 Blow-Up,8.5,47498,15761,268,111,英语,剧情/悬疑/惊悚,米开朗基罗·安东尼奥尼,英国,1966-12-18,66129,85272,4.5,0.43,0.424,0.12300000000000001,0.017,0.006
6007,起跑线 Hindi Medium,7.9,209637,59067,1536,132,印地语,剧情/喜剧,萨基特·乔杜里,印度,2018-04-04,449172,105741,4.0,0.21600000000000003,0.53,0.235,0.017,0.003
6008,愤怒的公牛 Raging Bull,8.4,54363,12657,196,129,英语,剧情/传记/运动,马丁·斯科塞斯,美国,1980-11-14,70708,67239,4.0,0.39399999999999996,0.45399999999999996,0.13699999999999998,0.012,0.003
6009,杀戮 Carnage,8.2,76791,30370,207,80,英语,剧情/喜剧,罗曼·波兰斯基,法国,2011-09-01,94578,103108,4.0,0.332,0.483,0.162,0.019,0.004
6010,成为约翰·马尔科维奇 Being John Malkovich,8.3,63491,18731,282,112,英语,剧情/喜剧/爱情/奇幻,斯派克·琼斯,美国,1999-09-02,81194,86559,4.0,0.341,0.479,0.159,0.017,0.004
6011,隧道 터널,7.9,203040,46087,492,126,韩语,剧情,金成勋,韩国,2016-08-10,281760,71404,4.0,0.21100000000000002,0.535,0.23800000000000002,0.013999999999999999,0.002
6012,流浪猫鲍勃 A Street Cat Named Bob,7.9,202897,65944,628,103,英语,剧情/喜剧/传记,罗杰·斯波蒂斯伍德,英国,2018-11-02,366308,143003,4.0,0.252,0.48,0.245,0.02,0.002
6013,降临 Arrival,7.8,451198,137855,3191,116,英语,剧情/科幻,丹尼斯·维伦纽瓦,美国,2017-01-20,639593,130923,4.0,0.23199999999999998,0.478,0.251,0.032,0.006999999999999999
6014,丈夫得了抑郁症 ツレがうつになりまして。,8.2,76203,28512,487,121,日语,剧情/爱情/家庭,佐佐部清,日本,2011-10-08,91355,70660,4.0,0.302,0.49200000000000005,0.192,0.012,0.002
6015,十分钟年华老去：小号篇 Ten Minutes Older: The Trumpet,8.5,26095,6260,166,92,英语,剧情,陈凯歌,西班牙,2002-05-18,38044,43311,4.5,0.406,0.457,0.126,0.008,0.003
6016,平常的心 The Normal Heart,8.4,53826,18005,233,133,英语,剧情/同性/历史,瑞恩·墨菲,美国,2014-05-25,68718,59042,4.0,0.37799999999999995,0.451,0.155,0.011000000000000001,0.004
6017,同学麦娜丝 同學麥娜絲,7.9,109971,38225,362,122,闽南语,剧情/喜剧,黄信尧,中国台湾,2020-11-20,129413,93840,4.0,0.242,0.51,0.22399999999999998,0.019,0.004
6018,他其实没那么喜欢你 He's Just Not That Into You,7.8,428410,122361,2501,129,英语,剧情/喜剧/爱情,肯·卡皮斯,美国,2009-02-06,593793,175749,4.0,0.22,0.485,0.272,0.02,0.003
6019,杀生,7.8,237021,55953,1349,109,汉语普通话,剧情/悬疑,管虎,中国大陆,2012-04-28,341282,79487,4.0,0.23199999999999998,0.502,0.23199999999999998,0.027000000000000003,0.006999999999999999
6020,契克 Tschick,8.4,53474,19562,178,93,德语,剧情/喜剧,法提赫·阿金,德国,2016-09-15,84355,104263,4.0,0.368,0.483,0.138,0.009000000000000001,0.002
6021,光棍儿,8.1,52720,18329,199,94,河北方言,剧情/喜剧/同性,郝杰,中国大陆,2011-12-14,65145,96353,4.0,0.294,0.49700000000000005,0.182,0.019,0.008
6022,招魂2 The Conjuring 2,7.9,193610,44579,218,134,英语,剧情/悬疑/恐怖,温子仁,加拿大,2016-06-10,267768,50070,4.0,0.24600000000000002,0.489,0.24,0.021,0.004
6023,沦落人 淪落人,8.2,41267,15768,191,112,粤语,剧情,陈小娟,中国香港,2019-04-11,49707,73039,4.0,0.31,0.502,0.171,0.012,0.004
6024,一念无明 一念無明,7.9,105321,37096,1180,101,粤语,剧情/家庭,黄进,中国香港,2017-04-07,155050,89531,4.0,0.19399999999999998,0.561,0.22699999999999998,0.016,0.002
6025,木乃伊 The Mummy,7.9,187850,23346,127,125,英语,剧情/动作/奇幻/冒险,斯蒂芬·索莫斯,美国,1999-04-16,335181,19477,4.0,0.222,0.529,0.233,0.013999999999999999,0.002
6026,旺角卡门 旺角卡門,7.8,212434,48581,521,102,粤语,剧情/爱情/犯罪,王家卫,中国香港,1988-06-09,306935,80963,4.0,0.221,0.498,0.262,0.017,0.003
6027,秋天的故事 Conte d'automne,8.5,45896,17887,135,112,法语,剧情/爱情,埃里克·侯麦,法国,1998-09-07,59735,72468,4.5,0.391,0.493,0.10800000000000001,0.006,0.002
